,coordinates,coordinates.coordinates,coordinates.type,created_at,full_text,geo,geo.coordinates,geo.type,id,place.bounding_box.coordinates,place.bounding_box.type,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
57,,,,Wed Jan 09 14:58:32 +0000 2019,"@skip_sf Plus the fact that local road maintenance and construction tends to be paid for out of general funds raised through property taxes and the like, and only supplemented by car fees around the edges.",,,,1083015167766601729,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Aug 13 18:49:06 +0000 2013,False,False,"Assoc. Director and Sr. Policy Analyst, Frontier Group, part of @TPINNetwork. Transport, energy and climate policy, mostly.",[],"[{'display_url': 'frontiergroup.org', 'expanded_url': 'http://www.frontiergroup.org', 'indices': [0, 23], 'url': 'https://t.co/KDtxpGbszX'}]",3640,,1566,,1007,True,False,1668517784,1668517784,False,False,en,93,"Boston, MA",Tony Dutzik,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1668517784/1538873528,http://pbs.twimg.com/profile_images/960489680775999488/eo6ZEYJl_normal.jpg,https://pbs.twimg.com/profile_images/960489680775999488/eo6ZEYJl_normal.jpg,91D2FA,000000,000000,000000,False,False,FrontierTony,7992,,none,https://t.co/KDtxpGbszX,,False
58,,,,Wed Jan 09 13:51:13 +0000 2019,Fresh off the heels of his @RoadshowPBS appraisal Ken is taking his show on the road tonight to Gloucester @CapeAnnMuseum https://t.co/q6LZ6iypD4  #kentalks,,,,1082998227153113088,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Feb 18 19:37:27 +0000 2009,False,False,We are one of America's oldest and largest antiquarian bookshops. Est. 1825.,[],"[{'display_url': 'brattlebookshop.com', 'expanded_url': 'http://www.brattlebookshop.com', 'indices': [0, 23], 'url': 'https://t.co/LIpUgtydqo'}]",2783,,3846,,641,True,False,21231959,21231959,False,False,en,183,"Boston, MA",Brattle Book Shop,,610404,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/21231959/1400691571,http://pbs.twimg.com/profile_images/950785407901491200/fqWnW2H6_normal.jpg,https://pbs.twimg.com/profile_images/950785407901491200/fqWnW2H6_normal.jpg,0A5C7A,000000,DDFFCC,333333,True,False,brattlebookshop,4725,,none,https://t.co/LIpUgtydqo,,True
59,,,,Wed Jan 09 03:33:38 +0000 2019,What? You say this with a straight face? In what world do you live that you don’t see that CARS are ALREADY treated as the “kings of the road” and bicyclists literally just DONT WANT TO BE KILLED  @TheWarOnCars @bostonbikeunion https://t.co/nPLn7MH2W0,,,,1082842808854216704,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon Sep 30 04:39:57 +0000 2013,True,False,"Barry Bonds belongs in the Hall. YIMBY. Fiscal conservative. #NeverTrump. Pro-immigration. — “The universe is not fair, and neither is baseball.""",[],,16161,,116,,340,True,False,1918913892,1918913892,False,False,en,1,,Total Furth Move,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/949474550202421250/PXpykCxu_normal.jpg,https://pbs.twimg.com/profile_images/949474550202421250/PXpykCxu_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,TotalFurthMove,4776,,none,,,False
60,,"[-71.0763073, 42.35126559]",Point,Wed Jan 09 02:30:53 +0000 2019,Duke gets its first road victory of season against Wake Forest. A solid showing. Zion doing Zion things. #DukeBasketballNeverStops @ Boston Back Bay https://t.co/jWPVBg8gJD,,"[42.35126559, -71.0763073]",Point,1082827018071433216,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Dec 26 03:31:24 +0000 2010,True,False,Life is Good.,[],,77,,148,,1982,True,True,230608097,230608097,False,False,en,1,MSP - DC - BOS,Daniel Quam,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/230608097/1410060452,http://pbs.twimg.com/profile_images/766262243004645376/kGtseqft_normal.jpg,https://pbs.twimg.com/profile_images/766262243004645376/kGtseqft_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,MNDukeFan,1966,,none,,,False
61,,,,Tue Jan 08 23:43:16 +0000 2019,"Minnesota comes into tonight having won 4 games in a row on the road (including 1-0 last night in Montreal), their longest road win streak of the season #NHLBruins #NHLWild #MetroBoston",,,,1082784836971085824,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Jun 01 05:18:39 +0000 2011,False,False,"@NHLBruins beat writer @MetroBOS; Twitter-obsessed Boston sports fan; @Beverly_High & @ProvidenceCol alum; 🍺 snob; Amateur music, TV & film critic. ⚽ apologist",[],"[{'display_url': 'metro.us/boston/sports', 'expanded_url': 'http://www.metro.us/boston/sports', 'indices': [0, 23], 'url': 'https://t.co/CD2lfRlCsS'}]",79729,,1085,,2000,True,True,308892843,308892843,False,False,en,121,"Wakefield, MA",Richard Slate,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/308892843/1500519238,http://pbs.twimg.com/profile_images/1082925145440903168/VCbs43ry_normal.jpg,https://pbs.twimg.com/profile_images/1082925145440903168/VCbs43ry_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,RichSlate,813215,,none,https://t.co/CD2lfRlCsS,,False
62,,,,Tue Jan 08 23:41:06 +0000 2019,Boston is 6-3-1 in its last 10 games vs. Minnesota; B's are 15-5-0 @tdgarden this season while the Wild are 11-10-0 on the road #NHLBruins #NHLWild #MetroBoston,,,,1082784291686371328,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Jun 01 05:18:39 +0000 2011,False,False,"@NHLBruins beat writer @MetroBOS; Twitter-obsessed Boston sports fan; @Beverly_High & @ProvidenceCol alum; 🍺 snob; Amateur music, TV & film critic. ⚽ apologist",[],"[{'display_url': 'metro.us/boston/sports', 'expanded_url': 'http://www.metro.us/boston/sports', 'indices': [0, 23], 'url': 'https://t.co/CD2lfRlCsS'}]",79729,,1085,,2000,True,True,308892843,308892843,False,False,en,121,"Wakefield, MA",Richard Slate,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/308892843/1500519238,http://pbs.twimg.com/profile_images/1082925145440903168/VCbs43ry_normal.jpg,https://pbs.twimg.com/profile_images/1082925145440903168/VCbs43ry_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,RichSlate,813215,,none,https://t.co/CD2lfRlCsS,,False
63,,,,Tue Jan 08 11:10:03 +0000 2019,Serious accident w/injuries on 395 NB in #Oxford ---right lane remains blocked after EX 5 - Depot Rd. SUV off the road @wbz,,,,1082595281735159808,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon Oct 06 17:57:36 +0000 2014,False,False,Traffic reporter @cbsboston//Boston Born//South Shore raised//@suffolk_u alum//Heeler mom//Texan via @KTSMtv//Pitts Stop you'd like us to visit? bnpitts@cbs.com,[],"[{'display_url': 'cbsboston.com', 'expanded_url': 'http://www.cbsboston.com', 'indices': [0, 23], 'url': 'https://t.co/Q0sMwrTLnz'}]",2825,,4162,,2921,True,True,2842615813,2842615813,False,False,en,90,"Boston, MA",Breana Pitts,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2842615813/1491216574,http://pbs.twimg.com/profile_images/981838545764667392/e1iRrpPt_normal.jpg,https://pbs.twimg.com/profile_images/981838545764667392/e1iRrpPt_normal.jpg,FF691F,000000,000000,000000,False,False,BrePWBZ,8800,,none,https://t.co/Q0sMwrTLnz,,False
64,,,,Tue Jan 08 03:32:49 +0000 2019,Bama hasn’t played a true road game since 2011.,,,,1082480215996227585,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Aug 30 16:27:10 +0000 2009,False,False,"After reviewing the play, the quarterback's arm was moving forward in an effort to tuck the ball.",[],,11444,,232,,475,True,False,70154131,70154131,False,False,en,1,Boston,Will Mucci,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/723242686677798912/boz_kg7S_normal.jpg,https://pbs.twimg.com/profile_images/723242686677798912/boz_kg7S_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,Bcman2211,13963,,none,,,False
65,,,,Tue Jan 08 02:42:40 +0000 2019,"Everything falling into place for these #Celtics. Cleaning up the bad competition with ease. Now some hefty tests come up. #Pacers stole one from them last time, that #Heat/#Magic road trip isn’t easy and the #Raptors are right around the corner",,,,1082467593632575488,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Nov 06 04:14:07 +0000 2011,False,False,Writer & host & DJ. i fell in love with Spain. @NunesMagician @CelticsBlog @CLNSMedia #TheBobcast BMann260@gmail.com,[],"[{'display_url': 'clnsmedia.com/author/bmann26…', 'expanded_url': 'https://www.clnsmedia.com/author/bmann260gmail-com/', 'indices': [0, 23], 'url': 'https://t.co/41ObPI4YKS'}]",28993,,2864,,1252,True,True,406020164,406020164,False,False,en,160,Madrid/Syracuse/Boston,Bobby Manning,,0CCFED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/406020164/1540324476,http://pbs.twimg.com/profile_images/1076591586602086400/K7v9vzFe_normal.jpg,https://pbs.twimg.com/profile_images/1076591586602086400/K7v9vzFe_normal.jpg,1B95E0,FFFFFF,DDEEF6,333333,False,False,RealBobManning,148842,,regular,https://t.co/41ObPI4YKS,,False
66,,,,Mon Jan 07 23:30:36 +0000 2019,Sneaky road trip https://t.co/U2cWX2PEYN,,,,1082419260985667585,"[[[-71.10032578336335, 42.34522536221378], [-71.10032578336335, 42.34522536221378], [-71.10032578336335, 42.34522536221378], [-71.10032578336335, 42.34522536221378]]]",Polygon,[],United States,US,Wahlburgers,090392e986d6c000,Wahlburgers,poi,https://api.twitter.com/1.1/geo/id/090392e986d6c000.json,False,Sat Nov 21 16:54:57 +0000 2009,False,False,#broncos,[],,868,,1173,,1384,True,True,91608642,91608642,False,False,en,1,21st & iraq,snap chat: roy_21st,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,https://pbs.twimg.com/profile_banners/91608642/1379786463,http://pbs.twimg.com/profile_images/955589171959205889/kjk68psW_normal.jpg,https://pbs.twimg.com/profile_images/955589171959205889/kjk68psW_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,False,Roy_tru,36951,,none,,,False
67,,,,Mon Jan 07 22:50:39 +0000 2019,@Dax_x98 So true brotha...coming from someone whose walked the road a few times,,,,1082409206618177536,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sat Feb 04 00:01:18 +0000 2017,True,False,Boston Bred. blue blooded democrat. Laborers Local 223 pride of Southie. aspiring comedian. never stop the party,[],,2853,,618,,751,True,True,827668315749306370,827668315749306370,False,False,en,0,"Boston, MA",Steve Reisner,,F5F8FA,,,False,,http://pbs.twimg.com/profile_images/1042137717239422979/XlBU0XiJ_normal.jpg,https://pbs.twimg.com/profile_images/1042137717239422979/XlBU0XiJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,reisner_steven,2484,,none,,,False
68,,,,Mon Jan 07 21:39:53 +0000 2019,"@Sick7two @FieldYates Correction, an unfortunate several seasons. BUT, even w/ Chargers playing well on the road this yr, &amp; a better game plan in 2nd half, had the halftime score been 23-0 (as it should’ve w/o the false start miss), that’s a much bigger hole. Then there’s the missed block in the back",,,,1082391398362636288,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Thu Dec 21 14:54:48 +0000 2017,True,False,Steelers Fan For Life 🏈🏈🏈🏈🏈🏈,[],,153,,9,,27,True,True,943857289882107904,943857289882107904,False,False,en,0,"Rowley, MA",David Ondek,,F5F8FA,,,False,,http://pbs.twimg.com/profile_images/943859723538923520/iXL8DgxY_normal.jpg,https://pbs.twimg.com/profile_images/943859723538923520/iXL8DgxY_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,DavidOndek,252,,none,,,False
69,,,,Mon Jan 07 20:09:10 +0000 2019,"“It feels good after a long road” Chris Studley, Union 12003 member says after ratifying new contract with @nationalgridus 1,250 Union gas workers were locked out for six months. They’ll be back at work January 21st. #lockout #over https://t.co/tnVn0lWaUX",,,,1082368567310536707,"[[[-71.04735377176246, 42.28219499342892], [-71.04735377176246, 42.28219499342892], [-71.04735377176246, 42.28219499342892], [-71.04735377176246, 42.28219499342892]]]",Polygon,[],United States,US,Florian Hall,07d9e53563081001,Florian Hall,poi,https://api.twitter.com/1.1/geo/id/07d9e53563081001.json,False,Mon Jan 04 00:38:05 +0000 2010,False,False,"Producer/reporter radio/tv/web, pilates instructor, Mom x4, retweets not endorsements",[],"[{'display_url': 'news.wgbh.org/people/marilyn…', 'expanded_url': 'https://news.wgbh.org/people/marilyn-schairer#long-contributor-bio', 'indices': [0, 23], 'url': 'https://t.co/wyRuhUQjC1'}]",2944,,841,,1216,True,False,101613447,101613447,False,False,en,52,"Boston, MA",Marilyn Schairer,,000000,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/101613447/1452638443,http://pbs.twimg.com/profile_images/619626393891176448/XJ7OvsQm_normal.jpg,https://pbs.twimg.com/profile_images/619626393891176448/XJ7OvsQm_normal.jpg,1B95E0,000000,000000,000000,False,False,mschairernews,8442,,none,https://t.co/wyRuhUQjC1,,False
70,,,,Mon Jan 07 17:55:06 +0000 2019,"This, but scheduling for road Bruins games without actually knowing how to get there. https://t.co/NRhaqQKGDz",,,,1082334828903706626,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Mar 13 17:48:48 +0000 2011,False,False,"Bruins/hockey reporter @BostonHerald. Former lacrosse journalist. Globe, MiLB, NBPT News, espnW, BU alum. Woke up feeling dangerous. Likes Imagine Dragons.",[],"[{'display_url': 'bostonherald.com/author/marisa-…', 'expanded_url': 'https://www.bostonherald.com/author/marisa-m-ingemi/', 'indices': [0, 23], 'url': 'https://t.co/OxrBeWvIKA'}]",127863,,5306,,3145,True,True,265519376,265519376,False,False,en,119,marisa.ingemi@bostonherald.com,Marisa Ingemi,,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,https://pbs.twimg.com/profile_banners/265519376/1547355999,http://pbs.twimg.com/profile_images/1081221814624403456/qxCbr9q8_normal.jpg,https://pbs.twimg.com/profile_images/1081221814624403456/qxCbr9q8_normal.jpg,CC3366,DBE9ED,E6F6F9,333333,True,False,Marisa_Ingemi,124915,,none,https://t.co/OxrBeWvIKA,,False
71,,,,Mon Jan 07 14:59:04 +0000 2019,"We are working out some kinks with the truck today, back on the road tomorrow!",,,,1082290527066865664,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sat May 07 16:25:31 +0000 2016,False,False,N'awlins Cuisine Food Truck & Catering,[],"[{'display_url': 'revelryboston.com', 'expanded_url': 'http://www.revelryboston.com', 'indices': [0, 23], 'url': 'https://t.co/kIvP1DMqdH'}]",343,,414,,326,True,False,728984114397884416,728984114397884416,False,False,en,12,"Boston, MA",revelryboston,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/728984114397884416/1474383337,http://pbs.twimg.com/profile_images/748206793009008640/193XdyNx_normal.jpg,https://pbs.twimg.com/profile_images/748206793009008640/193XdyNx_normal.jpg,981CEB,000000,000000,000000,False,False,revelryboston,711,,none,https://t.co/kIvP1DMqdH,,False
72,,,,Mon Jan 07 14:37:30 +0000 2019,"Delighted for Ian McKinnon, P.E., PTOE - freshly minted Road Safety Professional!  Ian is one of only 100 Road Safety Professionals in the country - great work! https://t.co/oyPfh2KX9Q",,,,1082285098442067968,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Thu Jan 30 18:47:05 +0000 2014,False,False,"Consultants that provide land development planning & permitting, transportation planning & engineering, & construction services to public and private clients.",[],"[{'display_url': 'HSHAssoc.com', 'expanded_url': 'http://HSHAssoc.com', 'indices': [0, 22], 'url': 'http://t.co/9LW6uIJd4G'}]",106,,161,,65,True,False,2319377330,2319377330,False,False,en,4,"Boston, MA",Howard Stein Hudson,,84BD00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2319377330/1505245554,http://pbs.twimg.com/profile_images/907680873318887431/Z8ABHA-T_normal.jpg,https://pbs.twimg.com/profile_images/907680873318887431/Z8ABHA-T_normal.jpg,53565A,FFFFFF,DDEEF6,333333,False,False,HSHAssoc,184,,none,http://t.co/9LW6uIJd4G,,False
73,,,,Mon Jan 07 13:12:23 +0000 2019,@MissouriRevenue theres is a young man called Andrew Chad Caldwell  in your state who has many videos driving around Saint Louis with his eyes close on the  road..this looks very dangerous.,,,,1082263679956119554,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed May 13 01:20:01 +0000 2009,False,False,me me me,[],,667,,86,,423,True,False,39651705,39651705,False,False,en,1,United States,🇭🇳Garifuna🇭🇳,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/39651705/1470100492,http://pbs.twimg.com/profile_images/887513673379524608/fyMEGwT0_normal.jpg,https://pbs.twimg.com/profile_images/887513673379524608/fyMEGwT0_normal.jpg,19CF86,000000,000000,000000,False,False,marvbrnx,1244,,none,,,False
74,,,,Mon Jan 07 11:07:08 +0000 2019,@griff05_ @benmaller They can’t play on the road they won’t be able to play in the cold weather either.,,,,1082232160218681344,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon May 21 01:40:36 +0000 2018,True,False,,[],,1446,,234,,145,True,False,998377988730376198,998377988730376198,False,False,en,0,"North End - Waterfront, Boston",blind Scott,,F5F8FA,,,False,,http://pbs.twimg.com/profile_images/1043858785503203328/EzRjUaVc_normal.jpg,https://pbs.twimg.com/profile_images/1043858785503203328/EzRjUaVc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,scott_blind,11351,,none,,,False
75,,,,Mon Jan 07 05:02:44 +0000 2019,"Road riders who don’t race ‘cross, every August. https://t.co/3pEhsIW22n",,,,1082140455448571904,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun May 10 05:32:03 +0000 2009,True,False,"Dad, husband, ex-pro cyclist, coach, race organizer, writer. // Race, class, culture, sex, gender, social justice, anti-doping. Too bold. Never satisfied.",[],"[{'display_url': 'cycle-smart.com', 'expanded_url': 'http://cycle-smart.com', 'indices': [0, 23], 'url': 'https://t.co/YPRpPDB1BF'}]",32945,,11225,,701,True,False,39003487,39003487,False,False,en,458,"Fields Corner, Dorchester",Adam Myerson,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/39003487/1509392488,http://pbs.twimg.com/profile_images/825424386261921793/ero4MUQN_normal.jpg,https://pbs.twimg.com/profile_images/825424386261921793/ero4MUQN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,AdamMyerson,100985,,none,https://t.co/YPRpPDB1BF,,False
76,,,,Sun Jan 06 20:27:16 +0000 2019,Hope all the Pats fans who wanted the Chargers are happy. We got a road tested wagon coming into Gillette next week,,,,1082010733301428225,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Fri Sep 14 16:50:03 +0000 2012,False,False,On hiatus fantasy football writer. Sports/music/movies junkie. Full time Finance/Accounting @nimbustx. Religious Views: Calvinism. Member @FSWA,[],"[{'display_url': 'profootballfocus.com/blog/author/jc…', 'expanded_url': 'https://www.profootballfocus.com/blog/author/jcartolano/', 'indices': [0, 23], 'url': 'https://t.co/tKA3sk73QR'}]",36322,,3389,,1005,True,False,823608644,823608644,False,False,en,180,"South Boston, MA",Joey Cartolano,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/823608644/1546236183,http://pbs.twimg.com/profile_images/2610539697/6p7ainngqsn1tbujmxnh_normal.jpeg,https://pbs.twimg.com/profile_images/2610539697/6p7ainngqsn1tbujmxnh_normal.jpeg,0084B4,C0DEED,DDEEF6,333333,True,False,JoeyPigskins,15793,,none,https://t.co/tKA3sk73QR,,False
77,,"[-71.0565, 42.3577]",Point,Sun Jan 06 19:38:45 +0000 2019,"If Rap Dnt Work This Finna Be Alot Of U Niggas Down The Road 😂😂😂 Fill Up The Bag 💰😈 @ Boston, Massachusetts https://t.co/aoOFlFLdKW",,"[42.3577, -71.0565]",Point,1081998523497730048,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Aug 07 19:45:49 +0000 2012,False,False,"Download My New Mixtape *Trappin 4 Greatness* Hosted by Big Mike The Ruler via @DatPiff's Android App https://t.co/feQXelLVm2

Inqueries- AceDeLeonBookings@Gmai","[{'display_url': 'piff.me/a0', 'expanded_url': 'http://piff.me/a0', 'indices': [102, 125], 'url': 'https://t.co/feQXelLVm2'}]","[{'display_url': 'Soundcloud.com/AceDeLeonmdm', 'expanded_url': 'http://Soundcloud.com/AceDeLeonmdm', 'indices': [0, 23], 'url': 'https://t.co/VaKWgizaDm'}]",2970,,404,,579,True,False,743605424,743605424,False,False,en,5,"Brockton, Massachusetts",Ace DeLeon #EGE,,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/743605424/1483821422,http://pbs.twimg.com/profile_images/899367043417419777/DkCR_0yt_normal.jpg,https://pbs.twimg.com/profile_images/899367043417419777/DkCR_0yt_normal.jpg,009999,FFFFFF,DDEEF6,333333,True,False,DaRealAceDeLeon,18062,,none,https://t.co/VaKWgizaDm,,False
